id,network_brand_name,network_name,access_restriction,stations,onstreet_location,language_code,last_updated,contact_operator_phone,contact_operator_website,coordinates_latitude,coordinates_longitude,address_address_string,address_locality,address_admin_area,address_postal_code,address_country_code,address_language_code,host_name,host_address_address_string,host_address_locality,host_address_postal_code,host_address_country_code,host_address_language_code,host_contact_operator_phone,host_contact_operator_website,opening_hours_weekday_begin,opening_hours_weekday_end,opening_hours_hour_begin,opening_hours_hour_end
3713,Endolla Barcelona,Barcelona de Serveis Municipals S.A.,PUBLIC,[],False,CA,2024-02-20T17:21:15+01:00,937 064 866,www.endolla.barcelona,41.419664,2.118465,Camí de Vallvidrera al Tibidabo 32,Barcelona,BCN,8001,ES,CA,B:SM Barcelona de Serveis Municipals,"Carrer de Calàbria, 66",Barcelona,8015,ES,CA,937 064 866,www.endolla.barcelona,1,7,00:00,24:00
